iter	MultiClass
643	0.01942100213
644	0.01938166373
645	0.01933347192
646	0.01929553836
647	0.01925148821
648	0.01920960784
649	0.0191681151
650	0.01913697431
651	0.01908779854
652	0.01906409995
653	0.01903326213
654	0.01899557603
655	0.01895440402
656	0.0189165997
657	0.01887990801
658	0.01884610356
659	0.0188063376
660	0.01878434156
661	0.01874684335
662	0.01870208011
663	0.01866463197
664	0.01863163196
665	0.01860341566
666	0.01857543174
667	0.01854704193
668	0.01851432727
669	0.01847128845
670	0.01843234224
671	0.01839858372
672	0.01834754674
673	0.01831118509
674	0.01828603235
675	0.01825126509
676	0.01822346164
677	0.01819244258
678	0.01815200182
679	0.01812228318
680	0.0180790904
681	0.01803949474
682	0.01801050759
683	0.01798465248
684	0.01795549319
685	0.01792573912
686	0.01788571307
687	0.01785545499
688	0.01782688789
689	0.01779220265
690	0.01776651188
691	0.01773184545
692	0.01769864784
693	0.01766402003
694	0.01763748617
695	0.01760853898
696	0.01757769127
697	0.01754433852
698	0.01751392391
699	0.01748204174
700	0.01745479161
701	0.01741885028
702	0.01739164016
703	0.01736476627
704	0.01733683452
705	0.01731203143
706	0.01729029976
707	0.01725916942
708	0.01722651863
709	0.01718813148
710	0.01716300503
711	0.01713691371
712	0.01709737786
713	0.01707535822
714	0.0170398353
715	0.01701845907
716	0.01699514801
717	0.01697093197
718	0.01693197239
719	0.01690691896
720	0.0168782407
721	0.01685044658
722	0.01681961963
723	0.01679263469
724	0.01675849066
725	0.01673476487
726	0.01669025534
727	0.01666405301
728	0.01664530517
729	0.01661728823
730	0.01659430105
731	0.01656361853
732	0.01654170868
733	0.01651297032
734	0.01648154342
735	0.01645286266
736	0.01642407275
737	0.01640182037
738	0.01637525657
739	0.01634640539
740	0.0163194846
741	0.01629888258
742	0.01627946016
743	0.0162394615
744	0.01621556161
745	0.01619675298
746	0.0161646107
747	0.01612677179
748	0.01610792394
749	0.01608799342
750	0.01605914123
751	0.01603749842
752	0.01601309674
753	0.01599574562
754	0.01597590292
755	0.01595411967
756	0.01593400184
757	0.01591012244
758	0.01588348186
759	0.01586207616
760	0.01582893056
761	0.01580852757
762	0.01578062888
763	0.01575734671
764	0.01573676195
765	0.0157131556
766	0.01568890852
767	0.0156734722
768	0.01564911728
769	0.01562833124
770	0.01560926831
771	0.01557798276
772	0.01555106831
773	0.01552308047
774	0.0155034257
775	0.0154741062
776	0.01545406566
777	0.0154320103
778	0.01540397246
779	0.01538657735
780	0.01536729195
781	0.01534304817
782	0.01532124507
783	0.01529396983
784	0.01526789834
785	0.0152394042
786	0.01521601836
787	0.01519602821
788	0.01517721984
789	0.01515757254
790	0.01512499525
791	0.01510642901
792	0.01508464691
793	0.01506202695
794	0.0150397629
795	0.01501903173
796	0.01500493555
797	0.0149829043
798	0.01495493511
799	0.01493745228
800	0.01491395082
801	0.01489633851
802	0.01486953314
803	0.01485019236
804	0.01482702206
805	0.01479941144
806	0.01478149521
807	0.01475698269
808	0.01474005426
809	0.01471506771
810	0.01469568587
811	0.01467893006
812	0.01465605929
813	0.01463968077
814	0.01462345537
815	0.01460444171
816	0.01458174127
817	0.01455932893
818	0.01453261509
819	0.01451657113
820	0.01449785048
821	0.01447478891
822	0.01444872954
823	0.01442575954
824	0.01441004171
825	0.01439315965
826	0.01437714584
827	0.01435974313
828	0.01434232041
829	0.01432286044
830	0.01430916717
831	0.01429012811
832	0.0142649441
833	0.01424547316
834	0.01422845966
835	0.0142089782
836	0.01419183214
837	0.01417492225
838	0.01415754596
839	0.01413867824
840	0.01412236518
841	0.01409620993
842	0.01407435322
843	0.01404926331
844	0.01402719729
845	0.0140052968
846	0.01398677207
847	0.01396916651
848	0.01395518168
849	0.01392710537
850	0.01391145975
851	0.01389144464
852	0.01386713033
853	0.01384956346
854	0.01383446599
855	0.0138203989
856	0.01380680037
857	0.01378934578
858	0.0137684708
859	0.01375203835
860	0.01373205236
861	0.01371158355
862	0.01369561312
863	0.01367867254
864	0.01366295595
865	0.0136504456
866	0.0136328704
867	0.01361254648
868	0.01359440799
869	0.01357357809
870	0.01355285425
871	0.01353175459
872	0.01350471346
873	0.01348805123
874	0.01347379877
875	0.01345624712
876	0.01344404227
877	0.01341982881
878	0.01340299587
879	0.01338572586
880	0.01337227387
881	0.01335707898
882	0.01334082384
883	0.01332558485
884	0.01331121488
885	0.01329431398
886	0.01327763166
887	0.01325973825
888	0.01324085673
889	0.01322586512
890	0.01320515308
891	0.01319152816
892	0.01318086866
893	0.01316186509
894	0.01314541568
895	0.01312875997
896	0.0131142886
897	0.01310051874
898	0.01308678642
899	0.01307255202
900	0.01305131792
901	0.01303285567
902	0.01301279714
903	0.01299943639
904	0.012983158
905	0.01296840004
906	0.01294534239
907	0.01292712272
908	0.01291164102
909	0.01289358192
910	0.01287490258
911	0.01286130228
912	0.01284407936
913	0.01282505863
914	0.01280355912
915	0.01279029204
916	0.01277143912
917	0.0127584757
918	0.01274105292
919	0.01272878736
920	0.01271207747
921	0.01269812371
922	0.01267663066
923	0.01266028378
924	0.01264633574
925	0.01263318175
926	0.0126222007
927	0.01259928573
928	0.01258262453
929	0.01256939366
930	0.01255119397
931	0.01253523446
932	0.01252220428
933	0.01250665716
934	0.01249225551
935	0.01247454674
936	0.01245690403
937	0.01244246495
938	0.01242818925
939	0.01241194625
940	0.01240002485
941	0.01238991641
942	0.01237218344
943	0.01235586922
944	0.01233946354
945	0.01231924802
946	0.0123032659
947	0.01228909472
948	0.01227344659
949	0.0122639405
950	0.01225322938
951	0.01224046186
952	0.01220804535
953	0.01219501152
954	0.01217775416
955	0.01215997163
956	0.01214531881
957	0.01213156324
958	0.0121149355
959	0.01210072295
960	0.01208698152
961	0.01207246131
962	0.01206055713
963	0.01204111623
964	0.01202792486
965	0.01201404984
966	0.011999109
967	0.01197251975
968	0.01195860929
969	0.01194542405
970	0.01193487408
971	0.01192254566
972	0.01190896218
973	0.01189720204
974	0.0118791689
975	0.01186496826
976	0.01185133464
977	0.01183901975
978	0.01182709071
979	0.01181593934
980	0.0118059605
981	0.01179087172
982	0.01177607921
983	0.01176339455
984	0.01175226198
985	0.01173854526
986	0.0117260453
987	0.01171482222
988	0.01170170547
989	0.01168404682
990	0.01166610062
991	0.01165354097
992	0.01164233468
993	0.01163220732
994	0.01161712394
995	0.01160474433
996	0.01159282459
997	0.01157793314
998	0.01156926419
999	0.0115548576
